LAT	LON	CODE	Synch_CHANGE	ColSD
46.98	7.35	swit158w	0.039902432	#C9ECF4
40.27	-5.6	spai058w	0.039908228	#C9ECF4
37.58	-95.95	ks007	0.039932817	#C9ECF4
69.25	20.58	norw004	0.039947883	#C9ECF4
62.55	-143.28	ak077	0.039972854	#C9ECF4
39.38	-114.92	nv507	0.039979181	#C9ECF4
54.5	9.5	germ012	0.039979963	#C9ECF4
40.8	-105.18	co614	0.039982397	#C9ECF4
51.03	6.8	germ197	0.03999013	#C9ECF4
62.33	18.48	swed324	0.040015981	#C9ECF4
49.28	19.08	pola023	0.040030169	#C9ECF4
50.68	7.03	germ170	0.040065735	#C9ECF4
34.77	-106.32	nm036	0.040078826	#C9ECF4
59.72	-133.67	cana379	0.040092027	#C9ECF4
47.42	7.33	swit303	0.040101794	#C9ECF4
28.33	-108	mexi028	0.040107742	#C9ECF4
41.05	-114.58	nv056	0.040123178	#C9ECF4
40.3	20.9	gree008	0.040156349	#C9ECF4
61.92	29	finl041	0.040164237	#C9ECF4
36.63	-112.1	az129	0.040175379	#C9ECF4
41	-74.13	nj004	0.040195698	#C9ECF4
36.2	-96.22	ok007	0.040196777	#C9ECF4
37.44	98.06	chin053	0.040216783	#C9ECF4
49.12	-91.13	cana244	0.040224288	#C9ECF4
42.67	-83.42	mi005	0.040233421	#C9ECF4
49.75	-97.13	cana191	0.040234818	#C9ECF4
45.98	-120.6	wa026	0.040250143	#C9ECF4
63.23	-143.17	ak3	0.040267744	#C9ECF4
35.4	74.12	paki028	0.040269861	#C9ECF4
46.585	6.6586	swit295	0.040293044	#C9ECF4
24.53	121.38	tw001	0.040294661	#C9ECF4
50.72	8.1	germ189	0.040325866	#C9ECF4
46.83	-121.75	wa103	0.04033843	#C9ECF4
48.67	-121.33	wa094	0.04034668	#C9ECF4
49.6	-114.6	cana335	0.040359644	#C9ECF4
43.62	-121.3	or050	0.040366907	#C9ECF4
31.85	-109.3	az551	0.040367373	#C9ECF4
28.03	85.07	nepa039	0.04037253	#C9ECF4
25.07	-106.3	mexi043	0.040393648	#C9ECF4
39.5	-122.67	ca070	0.040412578	#C9ECF4
37.77	-119.77	ca575	0.040475318	#C9ECF4
50.27	87.83	russ230	0.040475892	#C9ECF4
46.73	9.08	swit173w	0.040492308	#C9ECF4
46.63	-121.83	wa089	0.040500872	#C9ECF4
-50.58	-72.87	arge131	0.040514706	#C9ECF4
-31.97	-71.03	chil002	0.040515778	#C9ECF4
40.05	-105.55	co545	0.040535212	#C9ECF4
36.77	-118.37	ca528	0.040541182	#C9ECF4
48.08	7.68	germ043w	0.040569662	#C9ECF4
68.77	32.8	russ093w	0.040604748	#C9ECF4
52.18	9.28	germ005	0.040628769	#C9ECF4
43.18	-120.9	or062	0.040637169	#C9ECF4
27.43	87.12	nepa036	0.040648297	#C9ECF4
37.97	-2.93	spai028	0.040650155	#C9ECF4
68.63	-138.63	cana029	0.040650735	#C9ECF4
46.43	9.78	swit272	0.040662424	#C9ECF4
47.2931	7.4317	swit241	0.040668395	#C9ECF4
49.43	-117.15	cana228	0.040677698	#C9ECF4
51.15	8.9833	germ160	0.040683247	#C9ECF4
43.32	5.73	fran2	0.040692998	#C9ECF4
35.28	-83.93	nc4	0.040696698	#C9ECF4
37.78	-119.73	ca590	0.040721633	#C9ECF4
-41.27	-71.63	arge096	0.04073492	#C9ECF4
45.3	-111.32	mt114	0.040796628	#C9ECF4
-42.5	-73.83	chil018	0.040814455	#C9ECF4
42.83	-122	or074	0.040816049	#C9ECF4
-42.5	-73.83	chil015	0.040830756	#C9ECF4
29.48	-97.78	tx030	0.040833124	#C9ECF4
40.15	-120.6	ca628	0.040835791	#C9ECF4
46.46	8.2	swit246	0.040844459	#C9ECF4
32.22	-110.55	az530	0.04087111	#C9ECF4
61.67	-144.67	ak20	0.040895367	#C9ECF4
36.6	30.02	turk016	0.040898571	#C9ECF4
50.83	1.85	fran004	0.040902572	#C9ECF4
39.38	-104.2	co565	0.040908794	#C9ECF4
-42.97	-71.22	arge078	0.040911904	#C9ECF4
56.55	-62	cana005	0.04091191	#C9ECF4
47.35	-94.52	mn013	0.040920114	#C9ECF4
40.4	-114.22	nv053	0.04093164	#C9ECF4
-43.87	169.78	newz036	0.040937063	#C9ECF4
43.47	-103.9	sd001	0.040950883	#C9ECF4
65.33	41.12	russ073w	0.040953792	#C9ECF4
41.75	-78.97	pa013	0.040958956	#C9ECF4
37.08	30.52	turk018	0.040963742	#C9ECF4
46.28	8.49	swit237	0.040964312	#C9ECF4
38.1	-105.63	co525	0.040965377	#C9ECF4
28.37	99.03	chin024	0.040978906	#C9ECF4
41.28	-93.58	ia025	0.04104899	#C9ECF4
48.97	-97.23	mn028	0.041070551	#C9ECF4
27.67	90.73	bt002	0.041071361	#C9ECF4
33.25	-106.75	nm547	0.041089001	#C9ECF4
46.44	9.79	swit338	0.04109239	#C9ECF4
32.38	-110.68	az519	0.041101683	#C9ECF4
55.9	158.8	russ211	0.041122048	#C9ECF4
46.83	9.43	swit271	0.041149427	#C9ECF4
37.52	-80.98	wv006	0.041156868	#C9ECF4
42.03	-120.57	ca679	0.041158381	#C9ECF4
-54.65	-67.87	arge038	0.041202698	#C9ECF4
49.83	-115.45	cana422	0.041206988	#C9ECF4
65	-147.67	ak136	0.041207174	#C9ECF4
41.88	-95.92	ia016	0.041237506	#C9ECF4
46.3	7.62	swit115	0.041248886	#C9ECF4
62.85	25.48	finl010	0.041251675	#C9ECF4
-6.87	115.38	indo008	0.041263252	#C9ECF4
36.12	-121.46	ca658	0.04127279	#C9ECF4
37.93	-109.8	ut529	0.041290583	#C9ECF4
35.97	-108.8	nm529	0.041293911	#C9ECF4
46.85	-121.5	wa063	0.041297581	#C9ECF4
35.18	-93.58	ar014	0.041339589	#C9ECF4
43.72	-121.6	or049	0.041372473	#C9ECF4
46.5	9.87	swit315	0.041407934	#C9ECF4
37.87	-119.28	ca605	0.04141275	#C9ECF4
29.3	82.02	nepa023	0.041466743	#C9ECF4
36.12	-105.73	nm500	0.041492104	#C9ECF4
58.33	-122.83	cana089	0.041500507	#C9ECF4
37.31	98.4	chin060	0.041508933	#C9ECF4
46.78	9.05	swit180	0.041513798	#C9ECF4
40.27	-121.85	ca619	0.041545807	#C9ECF4
68.48	17.73	norw003	0.041546425	#C9ECF4
46.77	9.82	swit179	0.041568164	#C9ECF4
37.9	-89.63	il007	0.041572096	#C9ECF4
59.68	-151.42	ak018	0.041572678	#C9ECF4
42.78	-122.07	or058	0.041573557	#C9ECF4
46.81	7.6	swit307	0.041574214	#C9ECF4
-49.33	-72.98	arge129	0.041601715	#C9ECF4
43.88	145.6	russ219	0.041616724	#C9ECF4
49.18	-94.15	cana265	0.04163332	#C9ECF4
52.92	-118.05	cana426	0.041677344	#C9ECF4
69.5	147	russ191	0.041682177	#C9ECF4
-39.62	-71.44	arge116	0.041686507	#C9ECF4
39.1	-79.72	wv003	0.041728228	#C9ECF4
48.87	-121.68	wa134	0.041746722	#C9ECF4
62.5	-113.43	cana294	0.041748411	#C9ECF4
63.25	12.5	swed318	0.041751564	#C9ECF4
27.33	99.3	chin028	0.041754719	#C9ECF4
53.07	-87.33	cana079	0.041771833	#C9ECF4
52.03	-77.85	cana076	0.041790018	#C9ECF4
67.6	15.33	norw011	0.041805971	#C9ECF4
44.0833	11.7833	ital039	0.041826575	#C9ECF4
67.62	15.73	norw012	0.041835362	#C9ECF4
44.45	-72.86	vt003	0.041851869	#C9ECF4
53.23	-77.67	cana081	0.041878732	#C9ECF4
51.68	-116.5	cana356	0.041887407	#C9ECF4
-27.7	-65.78	arge035	0.041890007	#C9ECF4
49.68	-117.03	cana409	0.041899629	#C9ECF4
68.27	-133.33	cana173w	0.041915234	#C9ECF4
49.23	20.08	pola032	0.041917328	#C9ECF4
41.33	-77.72	pa004	0.041920344	#C9ECF4
63.9	-148.67	ak044	0.041945022	#C9ECF4
51.62	-95.83	cana038	0.04194915	#C9ECF4
57.13	-135.38	ak6	0.041950806	#C9ECF4
37.38	-108.12	co561	0.041963812	#C9ECF4
34.25	-109.82	az089	0.041968453	#C9ECF4
44.45	-72.85	vt006	0.04197493	#C9ECF4
47.57	1.5	fran001	0.042039826	#C9ECF4
41.02	21.18	yugo006	0.04204205	#C9ECF4
47.77	107	mong002	0.042085079	#C9ECF4
41.95	-73.22	ct001	0.0420868	#C9ECF4
27.45	87.17	nepa012	0.042087114	#C9ECF4
43.3	10.4833	ital033	0.042094203	#C9ECF4
36.48	8.3	tuni001	0.042104268	#C9ECF4
44.18	-121.83	or088	0.042115506	#C9ECF4
52	-116.45	cana220	0.042132762	#C9ECF4
-37.87	-71.07	arge114	0.042146454	#C9ECF4
39.88	-105.93	co587	0.042148519	#C9ECF4
56.52	-61.92	cana311	0.042169936	#C9ECF4
49.07	-97.2	cana186	0.042205804	#C9ECF4
51.4	-1.7	brit062	0.042222341	#C9ECF4
49.41	107.5727	mong034	0.042227034	#C9ECF4
46.95	-116.63	id003	0.042239254	#C9ECF4
43.75	-103.35	sd012	0.042250877	#C9ECF4
35.5	74.08	paki031	0.042252787	#C9ECF4
46.3	7.62	swit113	0.042277329	#C9ECF4
36.1	-109.35	az080	0.042399707	#C9ECF4
41.9	-115.42	nv061	0.042444656	#C9ECF4
36.33	74.03	paki006	0.04247198	#C9ECF4
41.7833	43.4833	geor004	0.04247431	#C9ECF4
-7.5	111.78	indo004	0.042504695	#C9ECF4
18.17	102.8	ls001	0.042504902	#C9ECF4
39.65	-106.87	co052	0.042519397	#C9ECF4
41.77	-74.18	ny005	0.042533409	#C9ECF4
62.83	-143.92	ak009	0.042538263	#C9ECF4
47.13	11.28	aust007	0.042553745	#C9ECF4
37.43	-91.65	mo041	0.04256081	#C9ECF4
41.91	-111.65	ut538	0.042573466	#C9ECF4
35.65	73.53	paki038	0.042579517	#C9ECF4
63.08	-148.13	ak055	0.042593795	#C9ECF4
57.85	14.63	swed314	0.042613087	#C9ECF4
-43.15	171.8	newz052	0.042645828	#C9ECF4
46.85	-96.78	nd012	0.042657479	#C9ECF4
27.5	86	nepa028	0.042666241	#C9ECF4
63.65	133.78	russ109w	0.042669081	#C9ECF4
34.23	-105.78	nm111	0.042686906	#C9ECF4
32.7	-109.98	az040	0.04269129	#C9ECF4
48.93	19.6	svk002	0.042694389	#C9ECF4
46.2	7.72	swit260	0.042695166	#C9ECF4
42.63	-103.25	ne008	0.042702803	#C9ECF4
70.6	104.25	russ024w	0.042704346	#C9ECF4
49.62	88.1	russ227	0.042720843	#C9ECF4
47.98	-123.47	wa082	0.042725539	#C9ECF4
45.77	-117.97	or040	0.042738119	#C9ECF4
51.15	9.07	germ157	0.042751834	#C9ECF4
37.45	97.79	chin054	0.042758676	#C9ECF4
54.47	-5.83	brit028	0.042760333	#C9ECF4
-36.82	174.5	newz084	0.042778807	#C9ECF4
33.7	-109.23	az513	0.04278011	#C9ECF4
48.5	-118.8	wa010	0.042801079	#C9ECF4
64.97	-127.48	cana119	0.042810844	#C9ECF4
54.4	22.98	lith019	0.042813717	#C9ECF4
51.1	-117.15	cana401	0.042820827	#C9ECF4
-36.9	175.55	newz088	0.042825903	#C9ECF4
49.58	19.05	pola022	0.042830906	#C9ECF4
34.12	-116.82	ca051	0.042838323	#C9ECF4
37.77	-114.18	nv057	0.042847656	#C9ECF4
36.3	-105.42	nm552	0.042852214	#C9ECF4
42.67	-0.12	spai001	0.042873308	#C9ECF4
49.25	19.92	pola020	0.042893262	#C9ECF4
63.62	141.35	russ105w	0.04291716	#C9ECF4
28.12	85.27	nepa029	0.042920432	#C9ECF4
54.25	-72.38	cana461	0.042925431	#C9ECF4
68.75	161.42	russ194	0.042934329	#C9ECF4
-24.6	-64.58	arge032	0.042937044	#C9ECF4
52.22	-117.23	cana430	0.042950752	#C9ECF4
55.43	26.03	lith013	0.04295133	#C9ECF4
-41.2	148	ausl026	0.042985351	#C9ECF4
52.93	-118.07	cana427	0.042988793	#C9ECF4
52.9	-117.26	cana435	0.042993836	#C9ECF4
57.42	-106.13	cana204	0.043001451	#C9ECF4
70.28	148.05	russ142w	0.043007815	#C9ECF4
54.23	89.58	russ131w	0.043010509	#C9ECF4
49.87	-97.22	cana177	0.04305156	#C9ECF4
49.08	-116.75	cana112	0.043075754	#C9ECF4
45.83	-112.35	mt103	0.043082608	#C9ECF4
59.6	-133.4	cana382	0.04308401	#C9ECF4
32.85	-84.48	ga017	0.043084109	#C9ECF4
-38.63	-70.75	arge005	0.043095697	#C9ECF4
36.39	-121.55	ca657	0.043101807	#C9ECF4
27.63	87.95	nepa021	0.043135158	#C9ECF4
39.55	-120.2	ca632	0.043147635	#C9ECF4
39.8	-105.25	co641	0.043156852	#C9ECF4
69.08	17.22	norw009	0.043160829	#C9ECF4
50.7833	7.5667	germ214	0.043166662	#C9ECF4
49.48	100.83	mong014	0.043175424	#C9ECF4
61.17	153.97	russ138w	0.043188429	#C9ECF4
51.88	-121.25	cana095	0.043194019	#C9ECF4
41.2	32.3	turk008	0.043235371	#C9ECF4
59.32	-129.49	cana368	0.04325511	#C9ECF4
37.3	-112.18	ut517	0.043255225	#C9ECF4
47.4272	7.6881	swit365	0.043258772	#C9ECF4
-18.55	26.93	zimb003	0.043260907	#C9ECF4
43.68	-121.25	or090	0.043277716	#C9ECF4
43.09	-73.39	ny017	0.043319281	#C9ECF4
48.08	-91.97	mn015	0.043320958	#C9ECF4
45.6	-110.55	mt102	0.043326007	#C9ECF4
47.2	-95.25	mn010	0.043347849	#C9ECF4
58.53	-93.47	cana275	0.043357469	#C9ECF4
44.42	-68.15	me018	0.043374529	#C9ECF4
41.77	-120.75	ca073	0.043391514	#C9ECF4
63.9	-148.67	ak045	0.043393121	#C9ECF4
-38.1	-70.85	arge006	0.043397389	#C9ECF4
40.42	-105.28	co036	0.043409328	#C9ECF4
55.55	-104.68	cana199	0.043410909	#C9ECF4
-54.92	-67.33	arge040	0.043454335	#C9ECF4
69.42	25.63	norw007	0.043507235	#C9ECF4
44.18	-108.72	wy029	0.043510785	#C9ECF4
63.67	-149.58	ak006	0.043517589	#C9ECF4
33	-105.67	nm004	0.043521766	#C9ECF4
39.93	-105.3	co596	0.043558189	#C9ECF4
47.9	-123.75	wa095	0.043571953	#C9ECF4
48.7	-120.65	wa079	0.043578979	#C9ECF4
46.48	7.21	swit323	0.043586583	#C9ECF4
47.42	-102.92	nd004	0.043588989	#C9ECF4
68.23	19.67	swed019w	0.043607878	#C9ECF4
58.6	-111.3	cana219	0.043607911	#C9ECF4
35.08	-113.9	az135	0.043614295	#C9ECF4
56.98	-3.5	brit022	0.043619751	#C9ECF4
35.4	-111.57	az088	0.043665141	#C9ECF4
46.17	-121.5	wa105	0.043679649	#C9ECF4
63.38	125.8	russ055w	0.043690174	#C9ECF4
65.22	-162.22	ak067	0.043702328	#C9ECF4
68.42	143.17	russ063w	0.043702579	#C9ECF4
58.62	-93.83	cana273	0.043722467	#C9ECF4
27.4	85.25	nepa007	0.043728325	#C9ECF4
-35.37	173.28	newz081	0.043734097	#C9ECF4
35.7	-106.63	nm043	0.043737362	#C9ECF4
35.23	-93.63	ar016	0.043738034	#C9ECF4
47.92	-112.73	mt124	0.043739296	#C9ECF4
46.33	7.63	swit120	0.043743459	#C9ECF4
64.53	31.03	russ121w	0.043752551	#C9ECF4
49.88	-93.75	cana252	0.043758963	#C9ECF4
50.97	7.72	germ202	0.043762317	#C9ECF4
-54.05	-68.57	arge034	0.043762939	#C9ECF4
37.67	-106.65	co625	0.043768886	#C9ECF4
36.57	-118.75	ca561	0.043799094	#C9ECF4
40.55	-105.83	co633	0.04382997	#C9ECF4
29.73	-82.93	fl006	0.043841987	#C9ECF4
38.67	-108.33	co049	0.043842729	#C9ECF4
60.37	11.07	norw013	0.043847312	#C9ECF4
36.68	-107.32	nm024	0.043853308	#C9ECF4
36.68	-107.32	nm055	0.043853308	#C9ECF4
59.78	154	russ154w	0.043857286	#C9ECF4
46.88	-96.77	nd010	0.043858991	#C9ECF4
65.08	-162.15	ak064	0.043859642	#C9ECF4
46.63	-71.88	cana035	0.043869446	#C9ECF4
41.12	-74.47	nj005	0.043908457	#C9ECF4
39.8	27.13	turk010	0.043934122	#C9ECF4
51.35	-116.22	cana441	0.043950445	#C9ECF4
46.4	7.43	swit167w	0.043977523	#C9ECF4
37.82	-2.95	spai026	0.043983099	#C9ECF4
35.4	-108.52	nm029	0.043987313	#C9ECF4
56.95	-3.32	brit017	0.043995787	#C9ECF4
68.03	24.1	finl020	0.044013178	#C9ECF4
45.22	6.68	fran014	0.044017943	#C9ECF4
33.95	-83.32	ga001	0.04403163	#C9ECF4
36.45	32.52	turk025	0.044044843	#C9ECF4
32.83	-84.83	ga022	0.04408032	#C9ECF4
35.83	-109.12	az045	0.044110251	#C9ECF4
32.25	-92.97	la001	0.044117425	#C9ECF4
58.87	-111.3	cana102	0.044124129	#C9ECF4
48.48	-118.8	wa004	0.044164821	#C9ECF4
42.07	-122.72	or044	0.044169485	#C9ECF4
32.87	-89.13	ms001	0.044171462	#C9ECF4
64.25	53.57	russ062w	0.044173033	#C9ECF4
62.68	-110.97	cana053	0.044174353	#C9ECF4
58.97	-111.25	cana103	0.044186412	#C9ECF4
39.42	-88.17	il011	0.044195643	#C9ECF4
49.1	-120.75	cana242	0.044218906	#C9ECF4
47.27	-94.38	mn022	0.044227244	#C9ECF4
-41.15	-71.8	arge101	0.044232691	#C9ECF4
37.27	34.55	turk041	0.044235596	#C9ECF4
36.67	-5.08	spai007	0.044248277	#C9ECF4
45.22	6.68	fran012	0.044289687	#C9ECF4
34.63	-91.75	ar042	0.044290485	#C9ECF4
29.52	-106.82	mexi004	0.044296672	#C9ECF4
60.7	51.38	russ074w	0.044320178	#C9ECF4
53.5	16	pola006	0.04434077	#C9ECF4
46.27	-96.6	mn030	0.044367294	#C9ECF4
49	-114.03	cana452	0.044367581	#C9ECF4
44.7	-110.5	wy048	0.044384682	#C9ECF4
-43.1	171.68	newz045	0.044404909	#C9ECF4
40.23	-115.53	nv521	0.044425129	#C9ECF4
-37.8	-71.07	arge002	0.044464263	#C9ECF4
50.42	84.62	russ222	0.04448643	#C9ECF4
36.23	98.35	chin068	0.044503348	#C9ECF4
46.74	7.75	swit340	0.044512775	#C9ECF4
30.17	-108.25	mexi012	0.044517698	#C9ECF4
27.4	87.12	nepa032	0.044518125	#C9ECF4
35.58	-107.25	nm052	0.044523378	#C9ECF4
-43.42	147.27	ausl014	0.044524867	#C9ECF4
34.72	-98.7	ok032	0.044526948	#C9ECF4
47.25	7.83	swit141w	0.044542095	#C9ECF4
37.63	35.43	turk031	0.044563612	#C9ECF4
54.88	58.88	russ118w	0.044569145	#C9ECF4
31.62	-81.8	ga002	0.044575924	#C9ECF4
37.77	-119.77	ca574	0.044586749	#C9ECF4
38.25	-108.33	co600	0.044590694	#C9ECF4
35.8	-106.62	nm555	0.044606326	#C9ECF4
32.95	-105.82	nm006	0.044617421	#C9ECF4
44.42	-68.15	me017	0.0446182	#C9ECF4
59.98	-112.35	cana129	0.044618914	#C9ECF4
37.15	-91.08	mo045	0.044638323	#C9ECF4
47.13	7.38	swit216	0.044647659	#C9ECF4
37.8	-119.87	ca578	0.04466634	#C9ECF4
36.57	-118.75	ca571	0.04469019	#C9ECF4
52.3	20.98	pola015	0.044691234	#C9ECF4
39.63	-105.58	co522	0.044696351	#C9ECF4
40.15	-120.6	ca067	0.04470645	#C9ECF4
38.5	-78.35	va014	0.0447163	#C9ECF4
63.68	29.88	finl005	0.044723618	#C9ECF4
-38.68	177.2	newz063	0.044752262	#C9ECF4
43.6	-101.12	sd004	0.044803171	#C9ECF4
49.5	94.58	mong023	0.044840344	#C9ECF4
49.03	-117.05	cana230	0.044841688	#C9ECF4
46.85	9.4667	swit269	0.044851372	#C9ECF4
58.62	-135.87	ak127	0.044851998	#C9ECF4
27.92	89.75	bt019	0.04487851	#C9ECF4
34.17	-117.07	ca546	0.044916963	#C9ECF4
67.22	26.82	finl054	0.044935903	#C9ECF4
61.67	29.08	finl4	0.044966643	#C9ECF4
-42.33	146	ausl022	0.044977095	#C9ECF4
44.9	-118.93	or006	0.044988307	#C9ECF4
34.68	-98.63	ok028	0.044989759	#C9ECF4
61.87	28.82	finl044	0.045000435	#C9ECF4
51.1667	8.95	germ152	0.045001949	#C9ECF4
60.13	16.08	swed316	0.0450217	#C9ECF4
35.4	-108.52	nm030	0.045031059	#C9ECF4
48.12	16.25	aust110	0.045056039	#C9ECF4
42.92	-121.53	or055	0.045057073	#C9ECF4
30.87	100.28	chin022	0.045071631	#C9ECF4
54.4	23.45	lith021	0.045074936	#C9ECF4
-24.6	-64.58	arge044	0.045077443	#C9ECF4
54.75	-115.62	cana349	0.045092498	#C9ECF4
46.98	8.85	swit184	0.045114072	#C9ECF4
54.7	-7.43	brit041	0.045120309	#C9ECF4
41.67	24.88	gree011	0.045146474	#C9ECF4
51.9	7.88	germ203	0.045156515	#C9ECF4
46.13	7.18	swit133	0.045164552	#C9ECF4
40.2	72.58	kyrg008	0.045168569	#C9ECF4
46.15	-122.15	wa081	0.045175719	#C9ECF4
-41.12	-71.8	arge100	0.045185147	#C9ECF4
50.17	-68.17	cana055	0.045249487	#C9ECF4
35.91	-118.67	ca653	0.045277743	#C9ECF4
43.73	-121.65	or047	0.045307866	#C9ECF4
60.28	-115.27	cana074	0.045318536	#C9ECF4
43.23	-121.65	or053	0.045324008	#C9ECF4
60.03	-100.43	cana070	0.045327563	#C9ECF4
-32.4	19.22	safr001	0.045331547	#C9ECF4
60.16	-129.99	cana376	0.045344949	#C9ECF4
69.78	119.12	russ025w	0.045367353	#C9ECF4
55.28	-67.12	cana063	0.045441532	#C9ECF4
49.72	-115.58	cana399	0.045448991	#C9ECF4
34.62	-93.72	ar073	0.045459345	#C9ECF4
61.05	-146.98	ak093	0.045459695	#C9ECF4
68.67	25.87	finl060	0.045467138	#C9ECF4
37.47	97.23	chin051	0.045468996	#C9ECF4
62.98	31.3	finl003	0.045479118	#C9ECF4
-43.05	171.72	newz030	0.045479756	#C9ECF4
44.6	-110.4	wy036	0.045492905	#C9ECF4
40.57	-111.58	ut535	0.045495675	#C9ECF4
35.57	-111.65	az091	0.045504433	#C9ECF4
64.53	19	swed317	0.045521043	#C9ECF4
28.04	99.02	chin039	0.045549087	#C9ECF4
43	-122.17	or079	0.045550622	#C9ECF4
70.65	109.47	russ218	0.045593106	#C9ECF4
27.25	89.38	bt013	0.045595283	#C9ECF4
-43.07	171.28	newz075	0.045601179	#C9ECF4
57	-3.58	brit015	0.045619388	#C9ECF4
54.3	18.55	pola005	0.04562659	#C9ECF4
32.72	-109.92	az559	0.045630473	#C9ECF4
48.7	-118.33	wa083	0.04563857	#C9ECF4
68.73	161.55	russ198	0.045651389	#C9ECF4
27.7	90.77	bt003	0.04565213	#C9ECF4
49.57	-116.08	cana353	0.045656019	#C9ECF4
50.5	-116.33	cana398	0.045679919	#C9ECF4
52.25	-117	cana456	0.045681888	#C9ECF4
49.25	19.92	pola019	0.045734742	#C9ECF4
68.83	27.25	finl021	0.045745434	#C9ECF4
50.93	-115.17	cana414	0.045822085	#C9ECF4
34.22	-117.27	ca551	0.045831496	#C9ECF4
41.3	-118.43	nv060	0.045834573	#C9ECF4
34.57	-84.23	ga010	0.045839394	#C9ECF4
35.67	-83.5	tn024	0.045844999	#C9ECF4
35.17	75.5	paki015	0.045860382	#C9ECF4
38.17	-91.82	ar036	0.045880493	#C9ECF4
49.23	20.08	pola033	0.045890318	#C9ECF4
58.43	-133.98	ak5	0.045891057	#C9ECF4
46.63	-121.48	wa2	0.045903626	#C9ECF4
47.15	7.8	swit144w	0.045906454	#C9ECF4
-54.78	-68.38	arge109	0.045913534	#C9ECF4
57.95	-93.22	cana277	0.045923948	#C9ECF4
35.43	-118.28	ca089	0.046011344	#C9ECF4
58.98	-111.5	cana104	0.046019614	#C9ECF4
35.18	-111.5	az050	0.046025575	#C9ECF4
37.75	-119.75	ca076	0.046028976	#C9ECF4
47.92	-123.25	wa125	0.046038461	#C9ECF4
-40.13	-73.52	chil014	0.046041884	#C9ECF4
42.7	-91.13	ia032	0.046069002	#C9ECF4
61.17	153.97	russ144w	0.046070598	#C9ECF4
57.85	14.65	swed321	0.046084107	#C9ECF4
62.13	154.58	russ148w	0.046097722	#C9ECF4
52.68	-118.33	cana432	0.046105693	#C9ECF4
50.68	87.97	russ235	0.046149961	#C9ECF4
46.78	9.88	swit181	0.046154166	#C9ECF4
49.55	-97.2	cana188	0.046164021	#C9ECF4
70.6	104.25	russ165w	0.046172639	#C9ECF4
58.05	-152.7	ak014	0.046181656	#C9ECF4
46.67	10.22	swit283	0.046182399	#C9ECF4
49.23	20	pola300	0.046198429	#C9ECF4
35.38	-111.53	az539	0.046199551	#C9ECF4
46.99	9.11	swit266	0.046200337	#C9ECF4
34.9	32.9	cypr005	0.046208835	#C9ECF4
36.55	-118.82	ca588	0.046246548	#C9ECF4
39.95	-105.55	co577w	0.046257624	#C9ECF4
38.7	-79.83	wv001	0.04627575	#C9ECF4
37.95	-119.15	ca505	0.046294636	#C9ECF4
44.77	-70.77	me010	0.046333665	#C9ECF4
27.38	87.13	nepa026	0.046337862	#C9ECF4
37.83	-2.93	spai027	0.046341126	#C9ECF4
66.83	65.75	russ001	0.046349898	#C9ECF4
52	-9.55	brit007	0.046370843	#C9ECF4
47.58	9.27	swit250	0.046371571	#C9ECF4
48.58	-65.92	cana036	0.046372005	#C9ECF4
46.4	8.02	swit110	0.04638225	#C9ECF4
49.98	-97.05	cana180	0.046391305	#C9ECF4
-43.18	-71.7	arge	0.046398581	#C9ECF4
29.73	-82.95	fl005	0.046406321	#C9ECF4
-45.25	167.48	newz048	0.046410783	#C9ECF4
63.25	12.42	swed322	0.046416107	#C9ECF4
48.5	-65.9	cana317	0.046417107	#C9ECF4
47.05	8.71	swit258	0.046427961	#C9ECF4
61.37	-142.68	ak073	0.046461016	#C9ECF4
46.87	6.55	swit285	0.046472545	#C9ECF4
32.65	-109.82	az528	0.046485692	#C9ECF4
54.08	23.02	pola013	0.04650774	#C9ECF4
44.82	-64	cana032	0.046508735	#C9ECF4
55.83	22.82	lith022	0.046535106	#C9ECF4
47.2516	8.5589	swit341	0.046601107	#C9ECF4
32.92	-117.25	ca599	0.046605959	#C9ECF4
51.72	10.57	germ020	0.046608373	#C9ECF4
34.25	-109.93	az542	0.046641597	#C9ECF4
48.67	-91.08	cana268	0.04667812	#C9ECF4
32.42	-110.73	az515	0.04668438	#C9ECF4
37.72	-90.2	mo008	0.046687828	#C9ECF4
36.35	-106.52	nm583	0.046691576	#C9ECF4
-35.42	-65.12	arge113	0.046723641	#C9ECF4
34.72	-94.45	ar018	0.046733286	#C9ECF4
-34.78	-70.75	chil013	0.046745275	#C9ECF4
45.5	-68.28	me019	0.046747533	#C9ECF4
-38.57	175.7	newz020	0.046749079	#C9ECF4
34.98	32.68	cypr009	0.046753985	#C9ECF4
37.45	97.54	chin052	0.046754646	#C9ECF4
40.17	72.58	kyrg002	0.04683453	#C9ECF4
-23.92	-65.32	arge058	0.046844946	#C9ECF4
53.37	-1.5	brit053	0.04687672	#C9ECF4
58.44	-135.59	ak118	0.046897242	#C9ECF4
42.19	-73.98	ny032	0.046934976	#C9ECF4
52.27	5.62	neth032	0.046936874	#C9ECF4
45.7	-113.95	mt106	0.046971154	#C9ECF4
38.6	-104.87	co548	0.046991301	#C9ECF4
61.9	-140.72	cana211	0.047002048	#C9ECF4
37.65	-112.67	ut509	0.047005445	#C9ECF4
41.49	-111.38	ut532	0.047008996	#C9ECF4
38.1	-106.37	co558	0.047009563	#C9ECF4
23.1	-99.23	mexi034	0.047028484	#C9ECF4
